ID;work_year;experience_level;employment_type;job_title;salary;salary_currency;salary_in_usd;remote_ratio
931;2023;SE;FT;Data Analytics Manager;138900;USD;138900;0
932;2023;SE;FT;Data Engineer;107000;USD;107000;100
933;2022;MI;FT;Research Scientist;23000;USD;23000;100
934;2023;MI;FT;Machine Learning Engineer;110000;USD;110000;100
935;2023;SE;FT;Data Engineer;265000;USD;265000;100
936;2023;SE;FT;Data Engineer;182750;USD;182750;100
937;2023;SE;FT;Data Engineer;137500;USD;137500;0
938;2023;EX;FT;Head of Data Science;314100;USD;314100;0
939;2023;EX;FT;Head of Data Science;195800;USD;195800;0
940;2023;SE;FT;Applied Scientist;205000;USD;205000;0
941;2023;SE;FT;Applied Scientist;180000;USD;180000;0
942;2023;SE;FT;Data Scientist;165000;USD;165000;100
943;2023;SE;FT;Data Scientist;144000;USD;144000;100
944;2023;EN;FT;BI Developer;160000;USD;160000;0
945;2023;EN;FT;BI Developer;100000;USD;100000;0
946;2023;EX;FT;Data Engineer;200000;USD;200000;0
947;2023;MI;FT;Data Analyst;150000;USD;150000;0
948;2023;SE;FT;Data Manager;199000;USD;199000;0
949;2023;SE;FT;Data Manager;112000;USD;112000;0
950;2023;EN;FT;Big Data Engineer;130000;USD;130000;100
951;2023;EN;FT;Data Engineer;160000;USD;160000;0
952;2023;EN;FT;Data Engineer;135000;USD;135000;0
953;2023;SE;FT;Data Scientist;183000;USD;183000;0
954;2023;SE;FT;Data Scientist;134000;USD;134000;0
955;2023;SE;FT;Applied Scientist;350000;USD;350000;0
956;2023;SE;FT;Applied Scientist;262500;USD;262500;0
957;2023;SE;FT;Data Analyst;122000;USD;122000;0
958;2023;SE;FT;Data Analyst;94000;USD;94000;0
959;2023;SE;FT;Machine Learning Engineer;276000;USD;276000;0
960;2023;SE;FT;Machine Learning Engineer;184000;USD;184000;0
961;2023;MI;FT;Machine Learning Engineer;180000;USD;180000;100
962;2023;MI;FT;Machine Learning Engineer;150000;USD;150000;100
963;2023;SE;FT;Data Scientist;209450;USD;209450;100
964;2023;SE;FT;Data Scientist;158677;USD;158677;100
965;2023;MI;FT;Data Analyst;103200;USD;103200;0
966;2023;MI;FT;Data Analyst;61200;USD;61200;0
967;2022;MI;FT;Data Scientist;155000;USD;155000;100
968;2021;EN;FT;Marketing Data Engineer;90000;SGD;66970;50
969;2023;SE;FT;Data Scientist;59000;EUR;63312;50
970;2023;SE;FT;Data Scientist;240000;USD;240000;100
971;2023;SE;FT;Data Scientist;139000;USD;139000;100
972;2023;SE;FT;Data Architect;174500;USD;174500;0
973;2023;SE;FT;Data Architect;113000;USD;113000;0
974;2023;SE;FT;Data Analyst;87000;USD;87000;100
975;2023;SE;FT;Data Analyst;160000;USD;160000;100
976;2023;SE;FT;Data Analyst;108000;USD;108000;100
977;2023;SE;FT;Data Engineer;107250;USD;107250;100
978;2023;SE;FT;Data Engineer;300000;USD;300000;0
979;2023;SE;FT;Data Engineer;119000;USD;119000;0
980;2023;SE;FT;Data Scientist;285800;USD;285800;100
981;2023;SE;FT;Data Scientist;154600;USD;154600;100
982;2023;MI;FT;Head of Data Science;5000000;INR;60795;50
983;2023;EN;FT;Data Analyst;30000;USD;30000;100
984;2023;MI;FT;Data Science Manager;220000;USD;220000;0
985;2023;MI;FT;Data Science Manager;195000;USD;195000;0
986;2023;SE;FT;Data Manager;168400;USD;168400;0
987;2023;SE;FT;Analytics Engineer;200000;USD;200000;100
988;2023;SE;FT;Analytics Engineer;175000;USD;175000;100
989;2023;SE;FT;Analytics Engineer;231250;USD;231250;100
990;2023;SE;FT;Analytics Engineer;138750;USD;138750;100
991;2023;SE;FT;Data Engineer;153000;USD;153000;100
992;2023;SE;FT;Data Engineer;94000;USD;94000;100
993;2023;SE;FT;Data Engineer;90000;USD;90000;100
994;2023;EN;FT;Data Scientist;124234;USD;124234;0
995;2023;EN;FT;Data Scientist;74540;USD;74540;0
996;2023;MI;FT;Data Analyst;109000;USD;109000;0
997;2023;MI;FT;Data Analyst;79000;USD;79000;0
998;2022;SE;FT;Machine Learning Engineer;80000;EUR;84053;50
999;2023;MI;FT;Machine Learning Engineer;50000;USD;50000;0
1000;2023;SE;FT;Data Analyst;125600;USD;125600;100
1001;2023;SE;FT;Data Analyst;141290;USD;141290;0
1002;2023;SE;FT;Data Analyst;74178;USD;74178;0
1003;2023;SE;FT;Data Engineer;85000;USD;85000;100
1004;2023;SE;FT;Data Engineer;220000;USD;220000;0
1005;2023;SE;FT;Data Engineer;205600;USD;205600;100
1006;2023;SE;FT;Data Engineer;107500;USD;107500;100
1007;2023;EN;FT;Data Scientist;1060000;INR;12888;50
1008;2023;MI;FT;Data Analyst;52500;USD;52500;0
1009;2023;SE;FT;Data Scientist;84000;USD;84000;100
1010;2023;SE;FT;BI Analyst;125000;USD;125000;0
1011;2023;SE;FT;BI Analyst;110000;USD;110000;0
1012;2023;SE;FT;ML Engineer;200000;USD;200000;0
1013;2023;SE;FT;ML Engineer;135000;USD;135000;0
1014;2022;EN;FT;Business Data Analyst;48000;USD;48000;50
1015;2023;EN;FT;AI Developer;120000;USD;120000;50
1016;2023;SE;FT;Data Engineer;170000;USD;170000;100
1017;2023;MI;FT;Data Engineer;150000;USD;150000;0
1018;2023;SE;FT;Computer Vision Engineer;200000;USD;200000;100
1019;2023;MI;FT;Applied Data Scientist;80000;USD;80000;100
1020;2023;EN;FT;Business Data Analyst;12000;EUR;12877;50
1021;2022;EN;FT;AI Developer;6000;EUR;6304;0
1022;2023;MI;FT;Data Analytics Lead;1440000;INR;17509;50
1023;2023;SE;FT;Data Scientist;257000;USD;257000;0
1024;2023;SE;FT;Data Scientist;72000;EUR;77262;0
1025;2023;SE;FT;BI Developer;140000;USD;140000;100
1026;2023;SE;FT;BI Developer;110000;USD;110000;100
1027;2023;SE;FT;Research Scientist;151800;USD;151800;0
1028;2023;MI;FT;Data Scientist;50000;EUR;53654;50
1029;2023;SE;FT;Data Analyst;48000;EUR;51508;0
1030;2023;SE;FT;Data Analyst;38000;EUR;40777;0
1031;2023;MI;FT;Data Engineer;95000;USD;95000;100
1032;2023;SE;FT;Data Scientist;130000;USD;130000;100
1033;2023;MI;FT;Data Analyst;120000;USD;120000;100
1034;2023;MI;FT;Data Scientist;183310;USD;183310;0
1035;2023;SE;FT;Data Analyst;102500;USD;102500;100
1036;2023;SE;FT;Data Science Consultant;122000;USD;122000;0
1037;2023;SE;FT;Data Science Consultant;94000;USD;94000;0
1038;2023;SE;FT;Data Scientist;220000;USD;220000;0
1039;2023;SE;FT;Data Scientist;146000;USD;146000;0
1040;2023;MI;FT;Data Scientist;840000;THB;24740;50
1041;2022;MI;FT;Computer Vision Engineer;1250000;INR;15897;100
1042;2023;SE;FT;Data Science Consultant;145000;USD;145000;0
1043;2023;SE;FT;Data Science Consultant;128000;USD;128000;0
1044;2023;SE;FT;Data Scientist;182000;USD;182000;0
1045;2023;SE;FT;Data Engineer;122000;USD;122000;0
1046;2023;SE;FT;Data Engineer;94000;USD;94000;0
1047;2023;SE;FT;Machine Learning Engineer;72000;EUR;77262;0
1048;2023;SE;FT;Machine Learning Engineer;36000;EUR;38631;0
1049;2023;EX;FT;Data Scientist;300000;USD;300000;0
1050;2023;MI;FT;Data Analyst;135000;USD;135000;0
1051;2023;MI;FT;Data Analyst;105500;USD;105500;0
1052;2022;MI;FT;Data Scientist;110000;USD;110000;100
1053;2023;SE;FT;Data Scientist;168000;USD;168000;100
1054;2023;MI;FT;Data Analyst;65000;GBP;78990;0
1055;2023;MI;FT;Data Analyst;36050;GBP;43809;0
1056;2023;SE;FT;Data Scientist;153400;USD;153400;0
1057;2023;SE;FT;Data Scientist;122700;USD;122700;0
1058;2023;SE;FT;Data Scientist;205000;USD;205000;100
1059;2023;MI;FT;Machine Learning Engineer;145000;USD;145000;0
1060;2023;MI;FT;Machine Learning Engineer;87000;USD;87000;0
1061;2023;EN;FT;Data Scientist;50000;USD;50000;100
1062;2023;SE;FT;ML Engineer;234100;USD;234100;100
1063;2023;SE;FT;ML Engineer;203500;USD;203500;100
1064;2023;SE;FT;Data Scientist;223800;USD;223800;0
1065;2023;SE;FT;Data Scientist;172100;USD;172100;0
1066;2023;SE;FT;Data Engineer;232200;USD;232200;100
1067;2023;SE;FT;Data Engineer;167200;USD;167200;100
1068;2023;SE;FT;BI Developer;197000;USD;197000;0
1069;2023;SE;FT;BI Developer;106000;USD;106000;0
1070;2023;SE;FT;Research Scientist;180000;USD;180000;0
1071;2023;SE;FT;Research Scientist;145000;USD;145000;0
1072;2023;SE;FT;Data Lead;225000;USD;225000;0
1073;2023;SE;FT;Data Lead;200000;USD;200000;0
1074;2023;SE;FT;Data Engineer;114000;USD;114000;100
1075;2023;SE;FT;Data Engineer;291500;USD;291500;0
1076;2023;EX;FT;Data Engineer;196200;USD;196200;0
1077;2023;EX;FT;Data Engineer;150900;USD;150900;0
1078;2023;SE;FT;Data Scientist;168400;USD;168400;0
1079;2023;SE;FT;Data Scientist;105200;USD;105200;0
1080;2023;MI;FT;Data Engineer;80000;USD;80000;100
1081;2023;MI;FT;Data Analyst;116000;USD;116000;0
1082;2023;MI;FT;Data Analyst;72000;USD;72000;0
1083;2023;SE;FT;Analytics Engineer;207000;USD;207000;0
1084;2023;SE;FT;Analytics Engineer;167000;USD;167000;0
1085;2023;SE;FT;Machine Learning Engineer;145000;USD;145000;0
1086;2023;SE;FT;Machine Learning Engineer;135000;USD;135000;0
1087;2023;MI;FT;Data Engineer;105000;USD;105000;0
1088;2023;MI;FT;Data Engineer;70000;USD;70000;0
1089;2023;SE;FT;Data Engineer;133800;USD;133800;100
1090;2023;SE;FT;Data Engineer;96100;USD;96100;100
1091;2023;MI;FT;Data Analyst;120000;USD;120000;0
1092;2023;SE;FT;Data Science Engineer;140000;USD;140000;0
1093;2023;SE;FT;Data Science Engineer;100000;USD;100000;0
1094;2023;SE;FT;Research Scientist;120000;USD;120000;0
1095;2023;SE;FT;Cloud Database Engineer;140000;USD;140000;100
1096;2023;SE;FT;Cloud Database Engineer;115000;USD;115000;100
1097;2023;SE;FT;Data Science Manager;297300;USD;297300;100
1098;2023;SE;FT;Data Science Manager;198200;USD;198200;100
1099;2023;MI;FT;Machine Learning Engineer;219000;USD;219000;50
1100;2023;SE;FT;Applied Scientist;230000;USD;230000;100
1101;2023;SE;FT;Applied Scientist;196000;USD;196000;100
1102;2023;SE;FT;Data Engineer;110000;USD;110000;0
1103;2023;SE;FT;Applied Scientist;126100;USD;126100;0
1104;2023;SE;FT;Applied Scientist;72000;USD;72000;0
1105;2023;MI;FT;Machine Learning Engineer;175000;USD;175000;100
1106;2023;MI;FT;Machine Learning Engineer;140000;USD;140000;100
1107;2023;SE;FT;Data Analyst;240500;USD;240500;0
1108;2023;SE;FT;Data Analyst;137500;USD;137500;0
1109;2023;MI;FT;Data Scientist;187500;USD;187500;0
1110;2023;MI;FT;Data Scientist;165000;USD;165000;0
1111;2023;MI;FT;Machine Learning Research Engineer;60000;GBP;72914;0
1112;2022;EN;PT;Data Analyst;24000;EUR;25216;100
1113;2023;SE;FT;Research Scientist;165750;USD;165750;0
1114;2023;SE;FT;Machine Learning Scientist;225000;USD;225000;100
1115;2023;SE;FT;Machine Learning Scientist;165750;USD;165750;100
1116;2023;MI;FT;Machine Learning Engineer;89700;GBP;109006;0
1117;2023;MI;FT;Machine Learning Engineer;55250;GBP;67141;0
1118;2023;SE;FT;Data Scientist;115000;USD;115000;100
1119;2023;SE;FT;NLP Engineer;275000;USD;275000;0
1120;2023;SE;FT;NLP Engineer;175000;USD;175000;0
1121;2023;SE;FT;Data Engineer;175308;USD;175308;0
1122;2023;SE;FT;Data Engineer;100706;USD;100706;0
1123;2023;SE;FT;NLP Engineer;235000;USD;235000;0
1124;2023;SE;FT;NLP Engineer;135000;USD;135000;0
1125;2023;SE;FT;Data Engineer;310000;USD;310000;0
1126;2023;SE;FT;Data Engineer;229000;USD;229000;0
1127;2023;SE;FT;ML Engineer;289076;USD;289076;0
1128;2023;SE;FT;ML Engineer;202353;USD;202353;0
1129;2023;SE;FT;Data Engineer;65000;EUR;69751;0
1130;2023;SE;FT;Data Engineer;35000;EUR;37558;0
1131;2023;MI;FT;Research Engineer;120000;USD;120000;100
1132;2023;MI;FT;Research Engineer;100000;USD;100000;100
1133;2021;SE;FT;Data Scientist;4000000;INR;54094;100
1134;2022;MI;FT;Business Data Analyst;1440000;INR;18314;50
1135;2023;SE;FT;Data Engineer;231250;USD;231250;100
1136;2023;SE;FT;Data Engineer;138750;USD;138750;100
1137;2023;SE;FT;Data Engineer;199000;USD;199000;0
1138;2023;SE;FT;Data Engineer;162000;USD;162000;0
1139;2022;EN;FT;Data Scientist;100000;USD;100000;100
1140;2023;EN;FT;Deep Learning Engineer;150000;USD;150000;0
1141;2023;EN;FT;Deep Learning Engineer;120000;USD;120000;0
1142;2023;SE;FT;Research Engineer;150000;USD;150000;0
1143;2023;SE;FT;Research Engineer;100000;USD;100000;0
1144;2022;SE;FT;Data Analytics Manager;133000;USD;133000;0
1145;2023;SE;FT;Data Scientist;272550;USD;272550;0
1146;2023;SE;FT;Data Scientist;198200;USD;198200;0
1147;2023;MI;FT;Data Scientist;105000;USD;105000;0
1148;2023;SE;FT;Data Engineer;187500;USD;187500;100
1149;2023;SE;FT;Data Analyst;155000;USD;155000;100
1150;2023;SE;FT;Data Analyst;64000;USD;64000;100
1151;2023;SE;FT;Computer Vision Engineer;235000;USD;235000;0
1152;2023;SE;FT;Computer Vision Engineer;185000;USD;185000;0
1153;2023;SE;FT;Data Scientist;143100;USD;143100;0
1154;2023;SE;FT;Data Scientist;113000;USD;113000;0
1155;2023;SE;FT;Applied Scientist;142000;USD;142000;100
1156;2023;SE;FT;Data Scientist;180560;USD;180560;0
1157;2023;SE;FT;Data Scientist;115440;USD;115440;0
1158;2023;SE;FT;Data Scientist;110000;USD;110000;0
1159;2023;MI;FT;Machine Learning Engineer;62000;GBP;75344;100
1160;2023;MI;FT;Machine Learning Engineer;52000;GBP;63192;100
1161;2023;SE;FT;Data Engineer;161800;USD;161800;0
1162;2023;SE;FT;Data Engineer;141600;USD;141600;0
1163;2023;MI;FT;Machine Learning Engineer;48000;GBP;58331;100
1164;2023;MI;FT;Machine Learning Engineer;38000;GBP;46178;100
1165;2023;SE;FT;Data Engineer;128000;USD;128000;100
1166;2023;SE;FT;Data Architect;110000;USD;110000;100
1167;2023;SE;FT;Data Engineer;236000;USD;236000;100
1168;2023;SE;FT;Data Engineer;182000;USD;182000;100
1169;2022;MI;FT;Data Analyst;1125000;INR;14307;100
1170;2022;EN;FT;Data Scientist;130000;USD;130000;0
1171;2023;SE;FT;Machine Learning Engineer;261500;USD;261500;0
1172;2023;SE;FT;Machine Learning Engineer;134500;USD;134500;0
1173;2022;MI;FT;Data Scientist;1100000;INR;13989;100
1174;2023;MI;FT;Data Scientist;130000;USD;130000;0
1175;2023;MI;FT;Data Scientist;90000;USD;90000;0
1176;2022;SE;FT;Manager Data Management;125000;USD;125000;100
1177;2022;SE;FT;Data Engineer;175000;USD;175000;0
1178;2022;SE;FT;Data Engineer;155000;USD;155000;0
1179;2022;SE;FT;Data Engineer;153600;USD;153600;0
1180;2022;SE;FT;Data Engineer;106800;USD;106800;0
1181;2022;SE;FT;Data Scientist;150000;USD;150000;0
1182;2022;SE;FT;Data Scientist;140000;USD;140000;0
1183;2022;SE;FT;Data Science Consultant;122000;USD;122000;0
1184;2022;SE;FT;Data Science Consultant;94500;USD;94500;0
1185;2022;SE;FT;Data Engineer;170000;USD;170000;0
1186;2022;SE;FT;Data Engineer;130000;USD;130000;0
1187;2022;SE;FT;Data Science Consultant;145000;USD;145000;0
1188;2022;SE;FT;Data Science Consultant;128000;USD;128000;0
1189;2022;SE;FT;Data Engineer;145000;USD;145000;0
1190;2022;SE;FT;Data Engineer;100000;USD;100000;0
1191;2022;SE;FT;Data Engineer;120000;USD;120000;0
1192;2022;SE;FT;Data Engineer;115000;USD;115000;0
1193;2022;SE;FT;Applied Machine Learning Scientist;150000;USD;150000;100
1194;2022;MI;FT;Data Analyst;150000;USD;150000;0
1195;2022;MI;FT;Data Analyst;100000;USD;100000;0
1196;2022;MI;FT;Data Scientist;150000;USD;150000;100
1197;2022;MI;FT;Data Scientist;127500;USD;127500;100
1198;2022;SE;FT;Data Scientist;126500;USD;126500;100
1199;2022;SE;FT;Data Scientist;51000;USD;51000;100
1200;2022;MI;FT;Data Engineer;260000;USD;260000;0
1201;2022;MI;FT;Data Engineer;175000;USD;175000;0
1202;2022;EN;FT;Applied Data Scientist;40000;USD;40000;100
1203;2022;EN;FT;AI Programmer;40000;USD;40000;100
1204;2022;SE;FT;Data Engineer;250000;USD;250000;100
1205;2022;SE;FT;Data Engineer;63000;USD;63000;100
1206;2022;SE;FT;Machine Learning Engineer;210000;USD;210000;100
1207;2022;SE;FT;Machine Learning Engineer;160000;USD;160000;100
1208;2022;SE;FT;Data Scientist;272550;USD;272550;100
1209;2022;SE;FT;Data Scientist;198200;USD;198200;100
1210;2022;MI;FT;Data Scientist;90000;EUR;94560;100
1211;2022;MI;FT;Data Scientist;50000;EUR;52533;100
1212;2022;SE;FT;Data Scientist;220000;USD;220000;0
1213;2022;SE;FT;Data Scientist;146000;USD;146000;0
1214;2022;SE;FT;Machine Learning Software Engineer;248400;USD;248400;100
1215;2022;SE;FT;Machine Learning Software Engineer;183600;USD;183600;100
1216;2022;MI;FT;Data Engineer;150000;USD;150000;100
1217;2022;EN;FT;Machine Learning Developer;40000;USD;40000;100
1218;2022;SE;FT;Lead Data Scientist;4460000;INR;56723;0
1219;2022;MI;FT;Data Engineer;120000;USD;120000;0
1220;2022;MI;FT;Data Engineer;95000;USD;95000;0
1221;2022;EN;FT;Data Engineer;160000;USD;160000;0
1222;2022;EN;FT;Data Engineer;135000;USD;135000;0
1223;2022;EN;FT;Data Science Consultant;23000;EUR;24165;50
1224;2022;SE;FT;Data Engineer;216000;USD;216000;100
1225;2022;SE;FT;Data Engineer;144000;USD;144000;100
1226;2022;EN;FT;Data Engineer;85000;USD;85000;0
1227;2022;EN;FT;Data Engineer;65000;USD;65000;0
1228;2022;SE;FT;Data Analyst;149000;USD;149000;100
1229;2022;SE;FT;Data Analyst;119000;USD;119000;100
1230;2022;SE;FT;Data Scientist;120000;USD;120000;0
1231;2022;MI;FT;Data Scientist;150000;USD;150000;0
1232;2022;MI;FT;Data Scientist;110000;USD;110000;0
1233;2022;SE;FT;Machine Learning Engineer;246000;USD;246000;100
1234;2022;SE;FT;Machine Learning Engineer;201000;USD;201000;100
1235;2022;SE;FT;Data Scientist;190000;USD;190000;0
1236;2022;SE;FT;Data Scientist;155000;USD;155000;0
1237;2022;SE;FT;ML Engineer;235000;USD;235000;100
1238;2022;SE;FT;ML Engineer;185000;USD;185000;100
1239;2022;SE;FT;Cloud Database Engineer;190000;USD;190000;100
1240;2022;SE;FT;Cloud Database Engineer;160000;USD;160000;100
1241;2022;EN;FT;Product Data Analyst;100000;USD;100000;100
1242;2022;MI;FT;Data Engineer;130000;USD;130000;0
1243;2022;MI;FT;Data Engineer;115000;USD;115000;0
1244;2022;MI;FT;Data Scientist;75000;GBP;92350;0
1245;2022;MI;FT;Data Scientist;55000;GBP;67723;0
1246;2022;MI;FT;Data Engineer;105000;USD;105000;0
1247;2022;MI;FT;Data Engineer;70000;USD;70000;0
1248;2022;SE;FT;Machine Learning Engineer;204500;USD;204500;0
1249;2022;SE;FT;Machine Learning Engineer;142200;USD;142200;0
1250;2022;SE;FT;Machine Learning Engineer;192000;USD;192000;100
1251;2022;SE;FT;Machine Learning Engineer;164000;USD;164000;100
1252;2022;SE;FT;Data Engineer;185900;USD;185900;0
1253;2022;SE;FT;Data Engineer;129300;USD;129300;0
1254;2022;SE;FT;Data Engineer;75000;USD;75000;0
1255;2022;SE;FT;Data Science Manager;175000;USD;175000;0
1256;2022;SE;FT;Data Science Manager;120000;USD;120000;0
1257;2022;SE;FT;Data Engineer;167500;USD;167500;0
1258;2022;SE;FT;Data Engineer;106500;USD;106500;0
1259;2022;MI;FT;Data Analyst;75000;USD;75000;100
1260;2022;MI;FT;Data Analyst;60000;USD;60000;100
1261;2022;SE;FT;Applied Scientist;184000;USD;184000;100
1262;2022;SE;FT;Applied Scientist;142000;USD;142000;100
1263;2022;MI;FT;Data Scientist;145000;USD;145000;0
1264;2022;MI;FT;Data Scientist;100000;USD;100000;0
1265;2022;EN;FT;Machine Learning Software Engineer;10000;USD;10000;50
1266;2022;MI;FT;Data Scientist;2500000;INR;31795;100
1267;2022;MI;FT;NLP Engineer;198000;PLN;44365;100
1268;2022;EX;FT;Data Engineer;200000;USD;200000;0
1269;2022;EX;FT;Data Engineer;145000;USD;145000;0
1270;2022;MI;FT;Data Engineer;75000;GBP;92350;100
1271;2022;MI;FT;Data Engineer;60000;GBP;73880;100
1272;2022;SE;FT;Applied Scientist;192000;USD;192000;100
1273;2022;SE;FT;Applied Scientist;164000;USD;164000;100
1274;2022;EX;FT;Data Engineer;310000;USD;310000;100
1275;2022;EX;FT;Data Engineer;239000;USD;239000;100
1276;2022;SE;FT;Data Analyst;120000;USD;120000;0
1277;2022;SE;FT;Data Analyst;95000;USD;95000;0
1278;2022;SE;FT;Machine Learning Engineer;145000;USD;145000;0
1279;2022;SE;FT;Machine Learning Engineer;135000;USD;135000;0
1280;2022;SE;FT;Data Engineer;78000;USD;78000;0
1281;2022;SE;FT;Data Engineer;70000;EUR;73546;0
1282;2022;SE;FT;Data Engineer;35000;EUR;36773;0
1283;2022;MI;FT;Data Engineer;160000;USD;160000;100
1284;2022;MI;FT;Data Engineer;120000;USD;120000;100
1285;2022;MI;FT;Data Engineer;2800000;INR;35610;50
1286;2022;SE;FT;AI Scientist;125000;USD;125000;100
1287;2022;SE;FT;Data Engineer;95000;USD;95000;0
1288;2022;SE;FT;Data Scientist;45000;EUR;47280;0
1289;2022;SE;FT;Data Scientist;36000;EUR;37824;0
1290;2022;SE;FT;Data Analyst;115934;USD;115934;100
1291;2022;SE;FT;Data Analyst;81666;USD;81666;100
1292;2022;SE;FT;Data Scientist;175000;USD;175000;100
1293;2022;SE;FT;Data Scientist;140000;USD;140000;100
1294;2022;SE;FT;Research Engineer;249500;USD;249500;0
1295;2022;SE;FT;Research Engineer;149850;USD;149850;0
1296;2022;MI;FT;Analytics Engineer;122500;USD;122500;100
1297;2022;MI;FT;Analytics Engineer;100000;USD;100000;100
1298;2022;SE;FT;Data Scientist;249500;USD;249500;0
1299;2022;SE;FT;Data Scientist;149850;USD;149850;0
1300;2022;EN;FT;Data Analyst;55000;USD;55000;0
1301;2022;EN;FT;Data Analyst;48000;USD;48000;0
1302;2022;SE;FT;Research Scientist;249500;USD;249500;0
1303;2022;SE;FT;Research Scientist;149850;USD;149850;0
1304;2022;MI;FT;Computer Vision Engineer;56000;EUR;58837;100
1305;2022;SE;FT;Data Engineer;190000;USD;190000;100
1306;2022;SE;FT;Data Engineer;120000;USD;120000;100
1307;2022;SE;FT;Data Analyst;127000;USD;127000;100
1308;2022;SE;FT;Data Analyst;104000;USD;104000;100
1309;2022;SE;FT;Data Scientist;210000;USD;210000;100
1310;2022;SE;FT;Data Scientist;150000;USD;150000;100
1311;2022;SE;FT;Machine Learning Engineer;150000;USD;150000;100
1312;2022;SE;FT;Data Engineer;210000;USD;210000;100
1313;2022;SE;FT;Data Engineer;130000;USD;130000;100
1314;2022;SE;FT;Data Scientist;182750;USD;182750;100
1315;2022;SE;FT;Data Scientist;161500;USD;161500;100
1316;2022;MI;FT;Data Analyst;102640;USD;102640;100
1317;2022;MI;FT;Data Analyst;66100;USD;66100;100
1318;2022;SE;FT;Research Scientist;210000;USD;210000;100
1319;2022;SE;FT;Research Scientist;150000;USD;150000;100
1320;2022;SE;FT;Data Engineer;198800;USD;198800;0
1321;2022;SE;FT;Data Engineer;122600;USD;122600;0
1322;2022;MI;FT;Data Engineer;130000;USD;130000;100
1323;2022;MI;FT;Data Engineer;80000;USD;80000;100
1324;2022;SE;FT;Data Scientist;136000;USD;136000;100
1325;2022;SE;FT;Data Scientist;104000;USD;104000;100
1326;2022;SE;FT;Data Analyst;150000;USD;150000;100
1327;2022;SE;FT;Data Analyst;100000;USD;100000;100
1328;2022;EX;FT;Data Scientist;159000;USD;159000;100
1329;2022;EX;FT;Data Scientist;130000;USD;130000;100
1330;2022;SE;FT;Data Engineer;215000;USD;215000;100
1331;2022;SE;FT;Data Engineer;150000;USD;150000;100
1332;2022;MI;FT;Data Engineer;187000;USD;187000;100
1333;2022;MI;FT;Data Engineer;153000;USD;153000;100
1334;2022;SE;FT;Machine Learning Engineer;255000;USD;255000;100
1335;2022;SE;FT;Machine Learning Engineer;185000;USD;185000;100
1336;2022;MI;FT;Data Analyst;350000;GBP;430967;0
1337;2022;MI;FT;Data Analyst;45000;GBP;55410;0
1338;2022;SE;FT;Data Analyst;48000;EUR;50432;0
1339;2022;SE;FT;Data Analyst;38000;EUR;39925;0
1340;2022;SE;FT;Data Analyst;169000;USD;169000;0
1341;2022;SE;FT;Data Analyst;110600;USD;110600;0
1342;2022;EN;FT;BI Data Analyst;58000;EUR;60938;0
1343;2022;SE;FT;BI Developer;140000;USD;140000;100
1344;2022;SE;FT;BI Developer;120000;USD;120000;100
1345;2022;SE;FT;3D Computer Vision Researcher;10000;USD;10000;50
1346;2022;EN;FT;Data Analyst;50000;USD;50000;50
1347;2022;MI;FT;MLOps Engineer;134000;USD;134000;100
1348;2022;MI;FT;MLOps Engineer;124000;USD;124000;100
1349;2022;SE;FT;Data Analyst;166700;USD;166700;0
1350;2022;SE;FT;Data Analyst;119000;USD;119000;0
1351;2022;EN;FT;Data Scientist;124234;USD;124234;0
1352;2022;EN;FT;Data Scientist;74540;USD;74540;0
1353;2022;MI;FT;Data Analyst;100000;USD;100000;100
1354;2022;MI;FT;Data Analyst;65000;USD;65000;100
1355;2021;MI;FT;Data Analyst;1250000;INR;16904;50
1356;2022;EN;FT;AI Scientist;200000;USD;200000;50
1357;2022;EN;FT;Machine Learning Engineer;12000;USD;12000;100
1358;2022;SE;FT;Data Engineer;220000;USD;220000;100
1359;2022;SE;FT;Data Engineer;146000;USD;146000;100
1360;2022;SE;FT;Data Engineer;65000;EUR;68293;0
1361;2022;SE;FT;Data Specialist;110000;USD;110000;0
1362;2022;SE;FT;Data Specialist;70000;USD;70000;0
1363;2022;SE;FT;Data Architect;190000;USD;190000;100
1364;2022;SE;FT;Data Architect;135000;USD;135000;100
1365;2022;SE;FT;Data Scientist;128000;USD;128000;0
1366;2022;SE;FT;Data Scientist;81500;USD;81500;0
1367;2022;SE;FT;Data Scientist;173000;USD;173000;100
1368;2022;SE;FT;Data Scientist;110000;USD;110000;100
1369;2022;SE;FT;Machine Learning Engineer;192000;USD;192000;0
1370;2022;SE;FT;Machine Learning Engineer;120000;USD;120000;0
1371;2022;SE;FT;Principal Machine Learning Engineer;190000;USD;190000;100
1372;2022;SE;FT;Data Engineer;194000;USD;194000;100
1373;2022;SE;FT;Data Engineer;129400;USD;129400;100
1374;2022;SE;FT;Data Analyst;201000;USD;201000;100
1375;2022;SE;FT;Data Analyst;89200;USD;89200;100
1376;2022;SE;FT;Data Scientist;165000;USD;165000;0
1377;2022;SE;FT;Data Scientist;125000;USD;125000;0
1378;2022;SE;FT;Applied Scientist;230000;USD;230000;100
1379;2022;SE;FT;Applied Scientist;196000;USD;196000;100
1380;2022;MI;FT;Machine Learning Engineer;130000;USD;130000;0
1381;2022;MI;FT;Machine Learning Engineer;90000;USD;90000;0
1382;2022;MI;FT;Machine Learning Researcher;150000;USD;150000;100
1383;2022;MI;FT;Machine Learning Researcher;100000;USD;100000;100
